id,source_id,name,company,stage_id,technology,facility_type,city,state,country_code,latitude,longitude,status,measure_type,measure_value,measure_unit,measure_period,source_url,limitation
atkore-phoenix-arizona,doe_pv_mfg_map_20260615,Atkore,Atkore,structures,shared,S-BOS: tracker components,Phoenix,Arizona,USA,33.476992,-112.114477,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
auxin-solar-san-jose-california,doe_pv_mfg_map_20260615,Auxin Solar,Auxin Solar,modules,c-si,Modules: c-Si,San Jose,California,USA,37.231363,-121.779201,active,nameplate-capacity,0.15,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
bci-steel-leetsdale-pennsylvania,doe_pv_mfg_map_20260615,BCI Steel,BCI Steel,structures,shared,S-BOS: tracker components,Leetsdale,Pennsylvania,USA,40.565264,-80.214877,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
bentek-corporation-san-jose-california,doe_pv_mfg_map_20260615,Bentek Corporation,Bentek Corporation,electrical,shared,E-BOS: combiner boxes,San Jose,California,USA,37.312485,-121.854304,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 5000 MWdc/yr; this product is not sized against other facilities in the stage.
bila-solar-indianapolis-indiana,doe_pv_mfg_map_20260615,Bila Solar,Bila Solar,modules,c-si,Modules: c-Si,Indianapolis,Indiana,USA,39.750803,-86.172318,active,nameplate-capacity,0.5,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
boviet-solar-greenville-north-carolina,doe_pv_mfg_map_20260615,Boviet Solar,Boviet Solar,modules,c-si,Modules: c-Si,Greenville,North Carolina,USA,35.654723,-77.346925,active,nameplate-capacity,3,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
cab-solar-ebensburg-pennsylvania,doe_pv_mfg_map_20260615,CAB Solar,CAB Solar,electrical,shared,E-BOS: cable management,Ebensburg,Pennsylvania,USA,40.464945,-78.755945,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
cab-solar-johnstown-pennsylvania,doe_pv_mfg_map_20260615,CAB Solar,CAB Solar,electrical,shared,E-BOS: cable management,Johnstown,Pennsylvania,USA,40.303617,-78.911372,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
canadian-solar-jeffersonville-indiana,doe_pv_mfg_map_20260615,Canadian Solar,Canadian Solar,cells,c-si,Cells: HJT,Jeffersonville,Indiana,USA,38.382676,-85.662426,active,nameplate-capacity,6.3,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
canadian-solar-mesquite-texas,doe_pv_mfg_map_20260615,Canadian Solar,Canadian Solar,modules,c-si,Modules: c-Si,Mesquite,Texas,USA,32.779555,-96.644164,active,nameplate-capacity,5,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
cep-sma-solar-north-little-rock-arkansas,doe_pv_mfg_map_20260615,CEP (SMA Solar),CEP (SMA Solar),electrical,shared,E-BOS: medium-voltage power stations,North Little Rock,Arkansas,USA,34.785247,-92.143301,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
cherp-inc-pomona-california,doe_pv_mfg_map_20260615,CHERP Inc.,CHERP Inc.,modules,c-si,Modules: c-Si,Pomona,California,USA,34.06205,-117.721872,active,nameplate-capacity,0.015,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
corning-hemlock-michigan,doe_pv_mfg_map_20260615,Corning,Corning,wafers,c-si,Wafers: wafers,Hemlock,Michigan,USA,43.436504,-84.17063,active,nameplate-capacity,2.5,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
crossroads-solar-south-bend-indiana,doe_pv_mfg_map_20260615,Crossroads Solar,Crossroads Solar,modules,c-si,Modules: c-Si,South Bend,Indiana,USA,41.701001,-86.293706,active,nameplate-capacity,0.05,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
dahlstrom-roll-form-falconer-new-york,doe_pv_mfg_map_20260615,Dahlstrom Roll Form,Dahlstrom Roll Form,structures,shared,S-BOS: tracker components,Falconer,New York,USA,42.114386,-79.195883,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports >1 million components/yr; this product is not sized against other facilities in the stage.
dalsin-industries-bloomington-minnesota,doe_pv_mfg_map_20260615,Dalsin Industries,Dalsin Industries,structures,shared,S-BOS: racking,Bloomington,Minnesota,USA,44.838233,-93.284457,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
dc-alabama-montgomery-alabama,doe_pv_mfg_map_20260615,DC Alabama,DC Alabama,silicon,c-si,Silicon: silicon metal,Montgomery,Alabama,USA,32.39455,-86.072261,active,nameplate-capacity,42000,tonnes/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
dow-elizabethtown-kentucky,doe_pv_mfg_map_20260615,Dow,Dow,modules,shared,Components: sealants,Elizabethtown,Kentucky,USA,37.666924,-85.835224,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
dupont-photovoltaics-solutions-wilmington-delaware,doe_pv_mfg_map_20260615,Dupont Photovoltaics Solutions,Dupont Photovoltaics Solutions,modules,shared,Components: backsheets,Wilmington,Delaware,USA,39.752105,-75.603205,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
endurans-solar-nashua-new-hampshire,doe_pv_mfg_map_20260615,Endurans Solar,Endurans Solar,modules,shared,Components: backsheets,Nashua,New Hampshire,USA,42.709542,-71.439372,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
epc-power-corp-poway-california,doe_pv_mfg_map_20260615,EPC Power Corp,EPC Power Corp,inverters,shared,Inverters: multiple inverter types,Poway,California,USA,32.937317,-117.042511,active,nameplate-capacity,2,GWac/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
epc-power-corp-simpsonville-south-carolina,doe_pv_mfg_map_20260615,EPC Power Corp,EPC Power Corp,inverters,shared,Inverters: multiple inverter types,Simpsonville,South Carolina,USA,34.75817,-82.280671,active,nameplate-capacity,2,GWac/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
es-foundry-greenwood-south-carolina,doe_pv_mfg_map_20260615,ES Foundry,ES Foundry,cells,c-si,Cells: PERC,Greenwood,South Carolina,USA,34.241268,-82.064932,active,nameplate-capacity,3,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
extruded-aluminum-corporation-belding-michigan,doe_pv_mfg_map_20260615,Extruded Aluminum Corporation,Extruded Aluminum Corporation,structures,shared,S-BOS: tracker components,Belding,Michigan,USA,43.092378,-85.256222,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
first-solar-new-iberia-lousiana,doe_pv_mfg_map_20260615,First Solar,First Solar,cdte,cdte,Modules: CdTe,New Iberia,Lousiana,USA,30.023173,-91.868459,active,nameplate-capacity,3.5,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
first-solar-perrysburg-ohio,doe_pv_mfg_map_20260615,First Solar,First Solar,cdte,cdte,Modules: CdTe,Perrysburg,Ohio,USA,41.557131,-83.552986,active,nameplate-capacity,3.8,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
first-solar-trinity-alabama,doe_pv_mfg_map_20260615,First Solar,First Solar,cdte,cdte,Modules: CdTe,Trinity,Alabama,USA,34.607783,-87.124824,active,nameplate-capacity,3.5,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
first-solar-walbridge-ohio,doe_pv_mfg_map_20260615,First Solar,First Solar,cdte,cdte,Modules: CdTe,Walbridge,Ohio,USA,41.560569,-83.525186,active,nameplate-capacity,3.3,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
flex-enphase-west-columbia-south-carolina,doe_pv_mfg_map_20260615,Flex (Enphase),Flex (Enphase),inverters,shared,Inverters: microinverters,West Columbia,South Carolina,USA,33.95314,-81.137379,active,nameplate-capacity,2.4,GWac/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
flex-solaredge-austin-texas,doe_pv_mfg_map_20260615,Flex (SolarEdge),Flex (SolarEdge),inverters,shared,Inverters: multiple inverter types,Austin,Texas,USA,30.431646,-97.755744,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWac/yr; this product is not sized against other facilities in the stage.
gaf-energy-georgetown-texas,doe_pv_mfg_map_20260615,GAF Energy,GAF Energy,modules,c-si,Modules: c-Si,Georgetown,Texas,USA,30.633262,-97.677984,active,nameplate-capacity,0.25,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
globe-metallurgical-selma-alabama,doe_pv_mfg_map_20260615,Globe Metallurgical,Globe Metallurgical,silicon,c-si,Silicon: silicon metal,Selma,Alabama,USA,32.375322,-86.992321,active,nameplate-capacity,24000,tonnes/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
globe-metallurgical-waterford-ohio,doe_pv_mfg_map_20260615,Globe Metallurgical,Globe Metallurgical,silicon,c-si,Silicon: silicon metal,Waterford,Ohio,USA,39.584092,-81.678729,active,nameplate-capacity,16000,tonnes/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
h-b-fuller-bellevue-ohio,doe_pv_mfg_map_20260615,H. B. Fuller,H. B. Fuller,modules,shared,Components: encapsulant,Bellevue,Ohio,USA,41.279947,-82.832338,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 4000 MWdc/yr; this product is not sized against other facilities in the stage.
h-b-fuller-grand-rapids-michigan,doe_pv_mfg_map_20260615,H. B. Fuller,H. B. Fuller,modules,shared,Components: sealants,Grand Rapids,Michigan,USA,43.014725,-85.769006,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 3000 MWdc/yr; this product is not sized against other facilities in the stage.
h-b-fuller-michigan-center-michigan,doe_pv_mfg_map_20260615,H. B. Fuller,H. B. Fuller,modules,shared,Components: sealants,Michigan Center,Michigan,USA,42.23198,-84.333895,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 4000 MWdc/yr; this product is not sized against other facilities in the stage.
heliene-mountain-iron-minnesota,doe_pv_mfg_map_20260615,Heliene,Heliene,modules,c-si,Modules: c-Si,Mountain Iron,Minnesota,USA,47.517241,-92.624391,active,nameplate-capacity,0.8,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
heliene-rogers-minnesota,doe_pv_mfg_map_20260615,Heliene,Heliene,modules,c-si,Modules: c-Si,Rogers,Minnesota,USA,45.194471,-93.529225,active,nameplate-capacity,0.5,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
hemlock-semiconductor-hemlock-michigan,doe_pv_mfg_map_20260615,Hemlock Semiconductor,Hemlock Semiconductor,silicon,c-si,Polysilicon: Siemens,Hemlock,Michigan,USA,43.433769,-84.161896,active,nameplate-capacity,32000,tonnes/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
hightec-solar-michigan-city-indiana,doe_pv_mfg_map_20260615,Hightec Solar,Hightec Solar,modules,c-si,Modules: c-Si,Michigan City,Indiana,USA,41.71067,-86.825166,active,nameplate-capacity,0.1,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
hounen-solar-orangeburg-south-carolina,doe_pv_mfg_map_20260615,Hounen Solar,Hounen Solar,modules,c-si,Modules: c-Si,Orangeburg,South Carolina,USA,33.454633,-80.736017,active,nameplate-capacity,1,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
ice-industries-bowling-green-ohio,doe_pv_mfg_map_20260615,Ice Industries,Ice Industries,modules,shared,Components: frames,Bowling Green,Ohio,USA,41.396471,-83.65491,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
illuminate-usa-pataskala-ohio,doe_pv_mfg_map_20260615,Illuminate USA,Illuminate USA,modules,c-si,Modules: c-Si,Pataskala,Ohio,USA,39.984887,-82.712204,active,nameplate-capacity,5,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
imperial-star-solar-tomball-texas,doe_pv_mfg_map_20260615,Imperial Star Solar,Imperial Star Solar,modules,c-si,Modules: c-Si,Tomball,Texas,USA,30.049897,-95.629424,active,nameplate-capacity,2,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
ingeteam-milwaukee-wisconsin,doe_pv_mfg_map_20260615,Ingeteam,Ingeteam,inverters,shared,Inverters: multiple inverter types,Milwaukee,Wisconsin,USA,43.026704,-87.959384,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWac/yr; this product is not sized against other facilities in the stage.
jabil-solaredge-seminole-florida,doe_pv_mfg_map_20260615,Jabil (SolarEdge),Jabil (SolarEdge),inverters,shared,Inverters: multiple inverter types,Seminole,Florida,USA,27.869195,-82.740227,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWac/yr; this product is not sized against other facilities in the stage.
jinkosolar-jacksonville-florida,doe_pv_mfg_map_20260615,JinkoSolar,JinkoSolar,modules,c-si,Modules: c-Si,Jacksonville,Florida,USA,30.274005,-81.887262,active,nameplate-capacity,2,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
jm-steel-sinton-texas,doe_pv_mfg_map_20260615,JM Steel,JM Steel,structures,shared,S-BOS: tracker components,Sinton,Texas,USA,28.06115,-97.488728,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
kb-racking-ephrata-pennsylvania,doe_pv_mfg_map_20260615,KB Racking,KB Racking,structures,shared,S-BOS: racking,Ephrata,Pennsylvania,USA,40.154542,-76.08656,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
lindsay-precast-canal-fulton-ohio,doe_pv_mfg_map_20260615,Lindsay Precast,Lindsay Precast,structures,shared,S-BOS: skids,Canal Fulton,Ohio,USA,40.882111,-81.590144,active,nameplate-capacity,10,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
lock-joint-tube-south-bend-indiana,doe_pv_mfg_map_20260615,Lock Joint Tube,Lock Joint Tube,structures,shared,S-BOS: tracker components,South Bend,Indiana,USA,41.630464,-86.256174,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
lock-joint-tube-temple-texas,doe_pv_mfg_map_20260615,Lock Joint Tube,Lock Joint Tube,structures,shared,S-BOS: tracker components,Temple,Texas,USA,31.137615,-97.353933,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
merlin-solar-san-jose-california,doe_pv_mfg_map_20260615,Merlin Solar,Merlin Solar,modules,c-si,Modules: c-Si,San Jose,California,USA,37.24783,-121.775149,active,nameplate-capacity,0.005,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
mersen-columbia-tennessee,doe_pv_mfg_map_20260615,Mersen,Mersen,modules,shared,Components: graphite,Columbia,Tennessee,USA,35.641093,-87.054242,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 kt/yr; this product is not sized against other facilities in the stage.
mgm-transformers-vantran-transformers-waco-texas,doe_pv_mfg_map_20260615,MGM Transformers / VanTran Transformers,MGM Transformers / VanTran Transformers,electrical,shared,E-BOS: transformers,Waco,Texas,USA,31.496315,-97.200342,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
mission-solar-san-antonio-texas,doe_pv_mfg_map_20260615,Mission Solar,Mission Solar,modules,c-si,Modules: c-Si,San Antonio,Texas,USA,29.338014,-98.43911,active,nameplate-capacity,1,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
mississippi-silicon-burnsville-mississippi,doe_pv_mfg_map_20260615,Mississippi Silicon,Mississippi Silicon,silicon,c-si,Silicon: silicon metal,Burnsville,Mississippi,USA,34.803899,-88.323483,active,nameplate-capacity,36000,tonnes/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
mss-steel-tubes-memphis-tennessee,doe_pv_mfg_map_20260615,MSS Steel Tubes,MSS Steel Tubes,structures,shared,S-BOS: tracker components,Memphis,Tennessee,USA,35.035564,-89.901945,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
novagard-cleveland-ohio,doe_pv_mfg_map_20260615,Novagard,Novagard,modules,shared,Components: sealants,Cleveland,Ohio,USA,41.52122,-81.657786,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
nsg-glass-north-america-luckey-ohio,doe_pv_mfg_map_20260615,NSG Glass North America,NSG Glass North America,modules,shared,Components: float glass,Luckey,Ohio,USA,41.468237,-83.45412,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 5000 MWdc/yr; this product is not sized against other facilities in the stage.
nsg-glass-north-america-rossford-ohio,doe_pv_mfg_map_20260615,NSG Glass North America,NSG Glass North America,modules,shared,Components: solar glass,Rossford,Ohio,USA,41.617347,-83.552205,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
oldcastle-infrastructure-ravena-new-york,doe_pv_mfg_map_20260615,Oldcastle Infrastructure,Oldcastle Infrastructure,structures,shared,S-BOS: ballast,Ravena,New York,USA,42.522907,-73.849718,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
omco-solar-madison-alabama,doe_pv_mfg_map_20260615,OMCO Solar,OMCO Solar,structures,shared,S-BOS: racking,Madison,Alabama,USA,34.650633,-86.84405,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
omco-solar-phoenix-arizona,doe_pv_mfg_map_20260615,OMCO Solar,OMCO Solar,structures,shared,S-BOS: racking,Phoenix,Arizona,USA,33.430403,-112.202635,active,nameplate-capacity,13,GWdc/year,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,"DOE-reported annual nameplate capacity; not observed production, utilization, or domestic market supply."
omco-solar-pierceton-indiana,doe_pv_mfg_map_20260615,OMCO Solar,OMCO Solar,structures,shared,S-BOS: racking,Pierceton,Indiana,USA,41.204879,-85.718562,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
omco-solar-talladega-alabama,doe_pv_mfg_map_20260615,OMCO Solar,OMCO Solar,structures,shared,S-BOS: racking,Talladega,Alabama,USA,33.459121,-86.089831,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
omco-solar-warsaw-indiana,doe_pv_mfg_map_20260615,OMCO Solar,OMCO Solar,structures,shared,S-BOS: racking,Warsaw,Indiana,USA,41.27585,-85.867933,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
omco-solar-wickliffe-ohio,doe_pv_mfg_map_20260615,OMCO Solar,OMCO Solar,structures,shared,S-BOS: racking,Wickliffe,Ohio,USA,41.621985,-81.461628,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
outback-power-technologies-bellingham-washington,doe_pv_mfg_map_20260615,Outback Power Technologies,Outback Power Technologies,inverters,shared,Inverters: residential inverters,Bellingham,Washington,USA,48.785493,-122.523575,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWac/yr; this product is not sized against other facilities in the stage.
preformed-line-products-mayfield-ohio,doe_pv_mfg_map_20260615,Preformed Line Products,Preformed Line Products,structures,shared,S-BOS: racking,Mayfield,Ohio,USA,41.545015,-81.446267,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
priefert-steel-benton-arkansas,doe_pv_mfg_map_20260615,Priefert Steel,Priefert Steel,modules,shared,Components: frames,Benton,Arkansas,USA,34.551498,-92.600963,active,nameplate-capacity,,,2026-06-15,https://www.energy.gov/cmei/systems/articles/us-domestic-solar-photovoltaic-manufacturing-map-data,DOE reports 0 MWdc/yr; this product is not sized against other facilities in the stage.
